
64	1.6609961
64	1.3966771
64	1.5965363
64	1.3069092
64	2.0403929
128	2.1152718
128	1.1108531
128	3.4054282
128	1.3099018
128	1.5528492
192	1.1203506
192	1.0955828
192	1.1342052
192	1.4298136
192	1.1750199
256	1.2273755
256	1.2050472
256	1.2229466
256	1.1094943
256	1.1079841
256	1.1079841
